Município;2021;2020;2019;2018;2017
Ba-Caraibas;0;0;0;0;0
Ba-Caravelas;0;0;0;0;0
Ba-Cardeal da Silva;0;0;0;0;0
Ba-Carinhanha;0;0;0;0;0
Ba-Casa Nova;0;0;0;0;0
Ba-Castro Alves;1;1;1;1;2
Ba-Catolandia;0;0;0;0;0
Ba-Catu;0;0;0;0;0
Ba-Caturama;0;0;0;0;0
Ba-Central;0;0;0;0;0
Ba-Chorrocho;0;0;0;0;0
Ba-Cicero Dantas;0;1;3;2;1
Ba-Cipo;0;0;0;0;0
Ba-Coaraci;0;0;0;0;0
Ba-Cocos;0;0;0;0;0
Ba-Conceicao da Feira;3;3;2;2;1
Ba-Conceicao do Almeida;0;0;0;0;0
Ba-Conceicao do Coite;0;0;0;0;0
Ba-Conceicao do Jacuipe;0;0;1;1;1
Ba-Conde;0;0;0;0;0
Ba-Condeuba;0;0;0;0;0
Ba-Contendas do Sincora;0;0;0;0;0
Ba-Coracao de Maria;1;1;1;0;0
Ba-Cordeiros;0;0;0;0;0
Ba-Coribe;0;0;0;0;0
Ba-Coronel Joao Sa;0;0;0;0;0
Ba-Correntina;0;0;0;0;0
Ba-Cotegipe;0;0;0;0;0
Ba-Cravolandia;0;0;0;0;0
Ba-Crisopolis;0;0;0;0;0
Ba-Cristopolis;0;0;0;0;0
Ba-Cruz das Almas;1;1;1;1;2
Ba-Curaca;0;0;0;0;0
Ba-Dario Meira;0;0;0;0;0
Ba-Dias D Avila;0;0;0;0;0
Ba-Dom Basilio;0;0;0;0;0
Ba-Dom Macedo Costa;0;0;0;0;0
Ba-Elisio Medrado;0;0;0;0;0
Ba-Encruzilhada;0;0;0;0;0
Ba-Entre Rios;0;0;0;1;1
Ba-Esplanada;0;0;0;0;0
Ba-Euclides da Cunha;1;1;1;1;1
Ba-Eunapolis;4;3;3;3;4
Ba-Fatima;0;0;0;0;0
Ba-Feira da Mata;0;0;0;0;0
Ba-Feira de Santana;16;15;17;15;17
Ba-Filadelfia;0;0;0;0;0
Ba-Firmino Alves;0;0;0;0;0
Ba-Floresta Azul;0;0;0;0;0
Ba-Formosa do Rio Preto;0;0;0;0;0
Ba-Gandu;0;0;0;0;0
Ba-Gaviao;0;0;0;0;0
Ba-Gentio do Ouro;0;0;0;0;0
Ba-Gloria;1;1;1;1;1
Ba-Gongogi;0;0;0;0;0
Ba-Governador Mangabeira;0;0;0;0;0
Ba-Guajeru;0;0;0;0;0
Ba-Guanambi;2;3;3;3;3
Ba-Guaratinga;0;0;0;0;1
Ba-Heliopolis;0;0;0;0;0
Ba-Iacu;0;0;0;0;0
Ba-Ibiassuce;0;0;0;0;0
Ba-Ibicarai;0;0;0;0;0
Ba-Ibicoara;0;0;0;0;0
Ba-Ibicui;0;0;0;0;0
Ba-Ibipeba;0;0;0;0;0
Ba-Ibipitanga;0;0;0;0;0
Ba-Ibiquera;0;0;0;0;0
Ba-Ibirapitanga;0;0;0;0;0
Ba-Ibirapua;0;0;0;0;0
Ba-Ibirataia;0;0;0;0;0
Ba-Ibitiara;0;0;0;0;0
Ba-Ibitita;0;0;0;0;0
Ba-Ibotirama;1;1;1;0;0
Ba-Ichu;0;0;0;0;0
Ba-Igapora;0;0;0;0;0
Ba-Igrapiuna;0;0;0;0;0
Ba-Iguai;0;0;0;1;1
Ba-Ilheus;2;2;2;2;2
Ba-Inhambupe;2;2;1;2;3
Ba-Ipecaeta;0;0;0;0;0
Ba-Ipiau;1;1;1;1;0
Ba-Ipira;1;0;0;0;0
Ba-Ipupiara;0;0;0;0;0
Ba-Irajuba;0;0;0;0;0
Ba-Iramaia;0;0;0;0;0
Ba-Iraquara;0;0;0;0;0
Ba-Irara;0;0;1;1;1
Ba-Irece;1;1;0;1;1
Ba-Itabela;0;0;0;0;0
Ba-Itaberaba;1;1;1;0;0
Ba-Itabuna;3;5;4;5;3
Ba-Itacare;0;0;0;0;0
Ba-Itaete;0;0;0;0;0
Ba-Itagi;0;0;0;0;0
Ba-Itagiba;0;0;0;0;0
Ba-Itagimirim;0;0;0;0;0
Ba-Itaguacu da Bahia;0;0;0;0;0
Ba-Itaju do Colonia;0;0;0;0;0
Ba-Itajuipe;0;0;0;0;0
Ba-Itamaraju;2;1;2;2;1
Ba-Itamari;0;0;0;0;0
Ba-Itambe;0;0;0;0;0
Ba-Itanagra;1;1;1;1;1
Ba-Itanhem;0;0;0;0;0
Ba-Itaparica;0;0;0;0;0
Ba-Itape;1;1;1;1;1
Ba-Itapebi;0;0;0;0;0
Ba-Itapetinga;3;3;3;4;4
Ba-Itapicuru;0;0;0;0;0
Ba-Itapitanga;0;0;0;0;0
Ba-Itaquara;0;0;0;0;0
Ba-Itarantim;0;0;0;0;0
Ba-Itatim;0;0;0;0;0
Ba-Itirucu;0;0;0;0;0
Ba-Itiuba;0;0;0;0;0
Ba-Itororo;0;0;0;0;0
Ba-Ituacu;0;0;0;0;0
Ba-Itubera;0;0;0;0;0
Ba-Iuiu;0;0;0;0;0
Ba-Jaborandi;0;0;0;0;0
Ba-Jacaraci;0;0;0;0;0
Ba-Jacobina;0;0;1;1;1
Ba-Jaguaquara;0;0;0;0;0
Ba-Jaguarari;0;0;0;0;0
Ba-Jaguaripe;0;0;0;0;0
Ba-Jandaira;0;0;0;0;0
Ba-Jequie;3;2;1;3;5
Ba-Jeremoabo;2;0;1;1;1
Ba-Jiquirica;0;0;0;0;0
Ba-Jitauna;0;0;0;0;0
Ba-Joao Dourado;0;0;0;0;0
Ba-Juazeiro;0;1;1;1;1
Ba-Jucurucu;0;0;0;0;0
Ba-Jussara;0;0;0;0;0
Ba-Jussari;0;0;0;0;0
Ba-Jussiape;0;0;0;0;0
Ba-Lafaiete Coutinho;0;0;0;0;0
Ba-Lagoa Real;0;0;0;0;0
Ba-Laje;0;0;0;0;0
Ba-Lajedao;0;0;0;0;0
Ba-Lajedinho;0;0;0;0;0
Ba-Lajedo do Tabocal;0;0;0;0;0
Ba-Lamarao;0;0;0;0;0
Ba-Lapao;0;0;0;0;0
Ba-Lauro de Freitas;6;7;9;6;6
Ba-Lencois;0;0;0;0;0
Ba-Licinio de Almeida;0;0;0;0;0
Ba-Livramento de Nossa Senhora;0;0;0;0;0
Ba-Luis Eduardo Magalhaes;7;6;6;6;7
Ba-Macajuba;0;0;0;0;0
Ba-Macarani;0;0;0;0;0
Ba-Macaubas;0;0;0;0;0
Ba-Macurure;0;0;0;0;0
Ba-Madre de Deus;0;0;0;0;0
Ba-Maetinga;0;0;0;0;0
Ba-Maiquinique;0;0;0;0;0
Ba-Mairi;0;0;0;0;0
Ba-Malhada;0;0;0;0;0
Ba-Malhada de Pedras;0;0;0;0;0
Ba-Manoel Vitorino;0;0;0;0;0
Ba-Mansidao;0;0;0;0;0
Ba-Maracas;0;0;0;0;0
Ba-Maragogipe;0;0;0;0;0
Ba-Marau;0;0;0;0;1
Ba-Marcionilio Souza;0;0;0;0;0
Ba-Mascote;0;0;0;0;0
Ba-Mata de Sao Joao;1;1;1;1;1
Ba-Matina;0;0;0;0;0
Ba-Medeiros Neto;0;0;0;0;0
Ba-Miguel Calmon;1;1;1;1;2
Ba-Milagres;0;0;0;0;0
Ba-Mirangaba;0;0;0;0;0
Ba-Mirante;0;0;0;0;0
Ba-Monte Santo;1;1;1;1;1
Ba-Morpara;0;0;0;0;0
Ba-Morro do Chapeu;0;0;0;0;0
Ba-Mortugaba;0;0;0;0;0
Ba-Mucuge;0;0;0;0;0
Ba-Mucuri;0;0;0;0;0
Ba-Mulungu do Morro;0;0;0;0;0
Ba-Mundo Novo;0;0;0;0;0
Ba-Muniz Ferreira;0;0;0;0;0
Ba-Muquem de Sao Francisco;1;1;1;1;1
Ba-Muritiba;0;0;0;0;0
Ba-Mutuipe;0;0;0;0;0
Ba-Nazare;0;0;0;0;0
Ba-Nilo Pecanha;0;0;0;0;0
Ba-Nordestina;0;0;0;0;0
Ba-Nova Canaa;0;0;0;0;0
Ba-Nova Fatima;0;0;0;0;0
Ba-Nova Ibia;0;0;0;0;0
Ba-Nova Itarana;0;0;0;0;0
Ba-Nova Redencao;0;0;0;0;0
Ba-Nova Soure;0;0;0;0;0
Ba-Nova Vicosa;1;1;1;1;0
Ba-Novo Horizonte;0;0;0;0;0
Ba-Novo Triunfo;0;0;0;0;0
Ba-Olindina;0;0;0;0;0
Ba-Oliveira dos Brejinhos;0;0;0;0;0
Ba-Ouricangas;0;0;0;0;0
Ba-Ourolandia;0;0;0;0;0
Ba-Palmas de Monte Alto;0;0;0;0;0
Ba-Palmeiras;0;0;0;0;0
Ba-Paramirim;0;0;0;0;0
Ba-Paratinga;0;0;0;0;0
Ba-Paripiranga;0;0;0;0;0
Ba-Pau Brasil;0;0;0;0;0
Ba-Paulo Afonso;0;0;0;0;0
Ba-Pe de Serra;0;0;0;0;0
Ba-Pedrao;0;0;0;0;0
Ba-Pedro Alexandre;0;0;0;0;0
Ba-Piata;0;0;0;0;0
Ba-Pilao Arcado;0;0;0;0;0
Ba-Pindai;0;0;0;0;0
Ba-Pindobacu;0;0;0;0;0
Ba-Pintadas;0;0;0;0;0
Ba-Pirai do Norte;0;0;0;0;0
Ba-Piripa;0;0;1;1;1
Ba-Piritiba;0;0;0;0;0
Ba-Planaltino;0;0;0;0;0
Ba-Planalto;0;0;0;0;0
Ba-Pocoes;1;0;0;0;0
Ba-Pojuca;0;0;0;0;1
Ba-Ponto Novo;0;0;0;0;0
Ba-Porto Seguro;0;0;0;0;0
Ba-Potiragua;0;0;0;0;0
Ba-Prado;2;2;2;2;2
Ba-Presidente Dutra;0;0;0;0;0
Ba-Presidente Janio Quadros;0;0;0;0;0
Ba-Presidente Tancredo Neves;0;0;0;0;0
Ba-Queimadas;1;1;1;0;0
Ba-Quijingue;0;0;0;0;0
Ba-Quixabeira;0;0;0;0;0
Ba-Rafael Jambeiro;0;0;0;0;0
Ba-Remanso;1;1;1;1;0
Ba-Retirolandia;0;0;0;0;0
Ba-Riachao das Neves;0;0;0;0;0
Ba-Riachao do Jacuipe;5;1;1;1;1
Ba-Riacho de Santana;0;0;0;0;0
Ba-Ribeira do Amparo;0;0;0;0;0
Ba-Ribeira do Pombal;1;1;1;1;1
Ba-Ribeirao do Largo;0;0;0;0;0
Ba-Rio de Contas;0;0;0;0;0
Ba-Rio do Antonio;0;0;0;0;0
Ba-Rio do Pires;0;0;0;0;0
Ba-Rio Real;0;0;0;1;1
Ba-Rodelas;0;0;0;0;0
Ba-Ruy Barbosa;1;1;1;1;1
Ba-Salinas da Margarida;0;0;0;0;0
Ba-Salvador;11;12;13;17;15
Ba-Santa Barbara;0;0;0;0;1
Ba-Santa Brigida;0;0;0;0;0
Ba-Santa Cruz Cabralia;0;0;0;0;0
Ba-Santa Cruz da Vitoria;0;0;0;0;0
Ba-Santa Ines;0;0;0;0;0
Ba-Santaluz;0;0;0;0;0
Ba-Santa Luzia;0;0;0;0;0
Ba-Santa Maria da Vitoria;3;2;2;2;2
Ba-Santana;1;1;1;1;1
Ba-Santanopolis;0;0;0;0;0
Ba-Santa Rita de Cassia;0;0;0;0;0
Ba-Santa Teresinha;0;0;0;0;0
Ba-Santo Amaro;0;0;1;0;1
Ba-Santo Antonio de Jesus;4;4;4;7;7
Ba-Santo Estevao;0;0;0;0;0
Ba-Sao Desiderio;0;0;0;0;0
Ba-Sao Domingos;0;0;0;1;0
Ba-Sao Felix;0;0;0;0;0
Ba-Sao Felix do Coribe;0;0;0;0;0
Ba-Sao Felipe;0;0;0;0;0
Ba-Sao Francisco do Conde;0;0;0;0;0
Ba-Sao Gabriel;0;0;0;0;0
Ba-Sao Goncalo dos Campos;2;2;1;4;4
Ba-Sao Jose da Vitoria;0;0;0;0;0
Ba-Sao Jose do Jacuipe;0;0;0;0;0
Ba-Sao Miguel das Matas;0;0;0;0;0
Ba-Sao Sebastiao do Passe;0;0;0;0;0
Ba-Sapeacu;0;0;0;2;1
Ba-Satiro Dias;0;0;0;0;0
Ba-Saubara;0;0;0;0;0
Ba-Saude;0;0;0;0;0
Ba-Seabra;1;0;0;0;0
Ba-Sebastiao Laranjeiras;0;0;0;0;0
Ba-Senhor do Bonfim;0;0;0;1;1
Ba-Serra do Ramalho;0;0;0;0;0
Ba-Sento Se;0;0;0;0;0
Ba-Serra Dourada;0;0;0;0;0
Ba-Serra Preta;0;0;0;0;0
Ba-Serrinha;2;2;1;3;3
Ba-Serrolandia;0;0;0;0;0
Ba-Simoes Filho;5;6;6;8;9
Ba-Sitio do Mato;0;0;0;0;0
Ba-Sitio do Quinto;0;0;0;0;0
Ba-Sobradinho;0;0;0;0;0
Ba-Souto Soares;0;0;0;0;0
Ba-Tabocas do Brejo Velho;0;0;0;0;0
Ba-Tanhacu;0;1;0;0;0
Ba-Tanque Novo;0;0;0;0;0
Ba-Tanquinho;0;0;0;0;0
Ba-Taperoa;0;0;0;0;0
Ba-Tapiramuta;0;0;0;0;0
Ba-Teixeira de Freitas;4;3;2;2;2
Ba-Teodoro Sampaio;1;2;2;2;1
Ba-Teofilandia;0;0;0;0;1
Ba-Teolandia;0;0;0;0;0
Ba-Terra Nova;0;0;0;0;0
Ba-Tremedal;0;0;0;0;0
Ba-Tucano;0;0;0;0;0
Ba-Uaua;0;0;0;0;0
Ba-Ubaira;0;0;0;0;0
Ba-Ubaitaba;0;0;0;0;0
Ba-Ubata;0;0;0;0;0
Ba-Uibai;0;0;0;0;0
Ba-Umburanas;0;0;0;0;0
Ba-Una;0;0;0;0;0
Ba-Urandi;0;0;0;0;0
Ba-Urucuca;0;0;0;0;0
Ba-Utinga;0;0;0;0;0
Ba-Valenca;1;1;0;1;1
Ba-Valente;1;1;0;0;0
Ba-Varzea da Roca;0;0;0;0;0
Ba-Varzea do Poco;0;0;0;0;0
Ba-Varzea Nova;0;0;0;0;0
Ba-Varzedo;1;1;1;1;1
Ba-Vera Cruz;0;0;0;0;0
Ba-Vereda;0;0;0;0;0
Ba-Vitoria da Conquista;7;8;5;4;3
Ba-Wagner;0;0;0;0;0
Ba-Wanderley;0;0;0;0;0
Ba-Wenceslau Guimaraes;0;0;0;0;0
Ba-Xique-Xique;0;0;0;0;1
Ba-Ignorado;0;0;0;0;0
Mg-Abadia dos Dourados;1;0;0;0;0
Mg-Abaete;2;2;2;3;2
Mg-Abre Campo;0;0;0;1;1
Mg-Acaiaca;0;0;0;0;0
Mg-Acucena;0;0;0;0;0
Mg-Agua Boa;0;0;0;0;1
Mg-Agua Comprida;0;0;0;0;0
Mg-Aguanil;0;0;0;0;0
Mg-Aguas Formosas;0;0;0;0;0
Mg-Aguas Vermelhas;0;0;0;0;0
Mg-Aimores;1;1;2;2;2
Mg-Aiuruoca;0;0;0;0;0
Mg-Alagoa;0;0;0;0;0
Mg-Albertina;0;0;0;0;0
Mg-Alem Paraiba;1;1;1;1;1
Mg-Alfenas;4;1;2;1;0
Mg-Alfredo Vasconcelos;0;0;0;0;0
Mg-Almenara;0;0;0;0;0
Mg-Alpercata;2;3;2;1;1
Mg-Alpinopolis;0;0;0;0;0
Mg-Alterosa;1;1;1;1;2
Mg-Alto Caparao;1;1;1;0;0
Mg-Alto Rio Doce;0;0;0;0;0
Mg-Alvarenga;0;0;0;0;0
Mg-Alvinopolis;1;1;1;1;1
Mg-Alvorada de Minas;0;0;0;0;0
Mg-Amparo do Serra;0;0;0;0;0
Mg-Andradas;3;2;2;2;2
Mg-Cachoeira de Pajeu;0;0;0;0;0
Mg-Andrelandia;0;0;0;0;0
Mg-Angelandia;0;0;0;0;0
Mg-Antonio Carlos;0;0;0;0;0
Mg-Antonio Dias;0;0;0;0;0
Mg-Antonio Prado de Minas;0;0;0;0;0
Mg-Aracai;0;0;0;0;0
Mg-Aracitaba;0;0;0;0;0
Mg-Aracuai;0;0;0;0;0
Mg-Araguari;5;7;7;8;9
Mg-Arantina;0;0;0;0;0
Mg-Araponga;0;0;0;0;0
Mg-Arapora;0;0;0;0;0
Mg-Arapua;0;0;1;0;1
Mg-Araujos;1;1;1;1;1
Mg-Araxa;1;1;3;2;1
Mg-Arceburgo;0;0;0;0;0
Mg-Arcos;2;2;2;1;1
Mg-Areado;2;2;2;2;2
Mg-Argirita;0;0;0;0;0
Mg-Aricanduva;0;0;0;0;0
Mg-Arinos;1;1;0;0;0
Mg-Astolfo Dutra;1;1;1;1;1
Mg-Ataleia;0;0;0;0;0
Mg-Augusto de Lima;0;0;0;0;0
Mg-Baependi;1;1;1;1;1
Mg-Baldim;0;0;0;0;0
Mg-Bambui;2;1;1;1;1
Mg-Bandeira;0;0;0;0;0
Mg-Bandeira do Sul;0;0;0;0;0
Mg-Barao de Cocais;0;0;0;0;0
Mg-Barao de Monte Alto;0;0;0;0;0
Mg-Barbacena;11;10;11;7;7
Mg-Barra Longa;0;0;0;0;0
Mg-Barroso;0;0;0;0;0
Mg-Bela Vista de Minas;0;0;0;0;0
Mg-Belmiro Braga;0;0;0;0;0
Mg-Belo Horizonte;37;36;33;35;31
Mg-Belo Oriente;1;1;1;1;1
Mg-Belo Vale;0;0;0;0;0
Mg-Berilo;0;0;0;0;0
Mg-Bertopolis;0;0;0;0;0
Mg-Berizal;0;0;0;0;0
Mg-Betim;16;13;7;7;8
Mg-Bias Fortes;0;0;0;0;0
Mg-Bicas;1;1;0;0;0
Mg-Biquinhas;0;0;0;0;0
Mg-Boa Esperanca;5;5;2;2;2
Mg-Bocaina de Minas;0;0;0;0;0
Mg-Bocaiuva;3;3;2;2;1
Mg-Bom Despacho;2;2;2;2;2
Mg-Bom Jardim de Minas;0;0;0;0;0
Mg-Bom Jesus da Penha;0;0;0;0;0
Mg-Bom Jesus do Amparo;0;0;0;0;0
Mg-Bom Jesus do Galho;0;1;0;1;1
Mg-Bom Repouso;0;0;0;0;0
Mg-Bom Sucesso;0;0;0;0;0
Mg-Bonfim;0;0;0;0;0
Mg-Bonfinopolis de Minas;0;0;0;0;0
Mg-Bonito de Minas;0;0;0;0;0
Mg-Borda da Mata;1;1;2;1;1
Mg-Botelhos;0;0;1;0;0
Mg-Botumirim;0;0;0;0;0
Mg-Brasilandia de Minas;0;0;0;0;0
Mg-Brasilia de Minas;0;0;0;0;0
Mg-Bras Pires;0;0;0;0;0
Mg-Braunas;0;0;0;0;0
Mg-Brazopolis;0;0;0;1;1
Mg-Brumadinho;1;2;2;2;2
Mg-Bueno Brandao;0;0;0;0;0
Mg-Buenopolis;0;0;0;0;0
Mg-Bugre;0;0;0;0;0
Mg-Buritis;0;0;0;0;0
Mg-Buritizeiro;0;0;0;0;0
Mg-Cabeceira Grande;0;0;0;0;0
Mg-Cabo Verde;0;0;0;0;0
Mg-Cachoeira da Prata;0;0;0;0;0
Mg-Cachoeira de Minas;1;1;1;1;1
Mg-Cachoeira Dourada;0;0;0;0;0
Mg-Caetanopolis;0;0;1;2;0
Mg-Caete;2;2;2;3;3
Mg-Caiana;0;0;0;0;0
Mg-Cajuri;0;0;0;0;0
Mg-Caldas;2;2;2;2;2
Mg-Camacho;0;0;0;0;0
Mg-Camanducaia;1;1;0;0;0
Mg-Cambui;2;2;2;1;2
Mg-Cambuquira;1;2;1;1;1
Mg-Campanario;0;0;0;0;0
Mg-Campanha;0;0;0;0;0
Mg-Campestre;0;1;1;1;2
Mg-Campina Verde;1;1;1;1;1
Mg-Campo Azul;0;0;0;0;0
Mg-Campo Belo;6;6;5;9;8
Mg-Campo do Meio;0;0;0;0;0
Mg-Campo Florido;0;0;0;0;0
Mg-Campos Altos;0;0;1;1;1
Mg-Campos Gerais;0;0;0;0;0
Mg-Canaa;0;0;0;0;0
Mg-Canapolis;1;0;0;0;0
Mg-Cana Verde;0;0;0;0;0
Mg-Candeias;1;1;1;0;0
Mg-Cantagalo;0;0;0;0;0
Mg-Caparao;0;0;0;0;0
Mg-Capela Nova;1;1;1;1;0
Mg-Capelinha;1;1;1;1;1
Mg-Capetinga;0;0;0;0;0
Mg-Capim Branco;1;1;1;1;0
Mg-Capinopolis;0;0;0;0;0
Mg-Capitao Andrade;0;0;0;0;0
Mg-Capitao Eneas;0;0;0;0;0
Mg-Capitolio;0;0;0;0;0
Mg-Caputira;0;0;0;0;0
Mg-Carai;0;0;0;0;0
Mg-Caranaiba;0;0;0;0;0
Mg-Carandai;0;1;1;0;1
Mg-Carangola;1;1;1;1;1
Mg-Caratinga;5;4;6;7;5
Mg-Carbonita;0;0;0;0;0
Mg-Careacu;0;0;0;0;0
Mg-Carlos Chagas;2;2;2;2;1
Mg-Carmesia;0;0;0;0;0
Mg-Carmo da Cachoeira;0;0;0;0;0
Mg-Carmo da Mata;1;1;1;0;0
Mg-Carmo de Minas;0;0;0;0;0
Mg-Carmo do Cajuru;0;0;0;1;1
Mg-Carmo do Paranaiba;1;2;12;2;9
Mg-Carmo do Rio Claro;0;1;1;0;0
Mg-Carmopolis de Minas;0;0;0;0;0
Mg-Carneirinho;1;0;0;0;0
Mg-Carrancas;0;0;0;0;0
Mg-Carvalhopolis;0;0;0;0;0
Mg-Carvalhos;0;0;0;0;0
Mg-Casa Grande;0;0;0;0;0
Mg-Cascalho Rico;0;0;0;0;0
Mg-Cassia;1;1;1;1;1
Mg-Conceicao da Barra de Minas;0;0;0;0;0
Mg-Cataguases;2;1;1;3;1
Mg-Catas Altas;0;0;0;0;0
Mg-Catas Altas da Noruega;0;0;0;0;0
Mg-Catuji;0;0;0;0;0
Mg-Catuti;0;0;0;0;0
Mg-Caxambu;0;0;0;0;0
Mg-Cedro do Abaete;0;0;0;0;0
Mg-Central de Minas;0;0;0;0;0
Mg-Centralina;0;0;0;0;0
Mg-Chacara;0;0;0;0;0
Mg-Chale;1;1;1;1;1
Mg-Chapada do Norte;0;0;0;0;1
Mg-Chapada Gaucha;0;0;0;0;0
Mg-Chiador;0;0;0;0;0
Mg-Cipotanea;0;0;0;0;0
Mg-Claraval;0;1;1;1;0
Mg-Claro dos Pocoes;0;0;0;0;0
Mg-Claudio;0;0;0;0;0
Mg-Coimbra;1;1;1;1;1
Mg-Coluna;1;1;1;2;1
Mg-Comendador Gomes;0;0;0;0;0
Mg-Comercinho;0;0;0;0;0
Mg-Conceicao da Aparecida;0;0;0;0;0
Mg-Conceicao das Pedras;0;0;0;0;0
Mg-Conceicao das Alagoas;1;2;2;1;1
Mg-Conceicao de Ipanema;0;0;0;0;0
Mg-Conceicao do Mato Dentro;0;0;0;0;1
Mg-Conceicao do Para;0;0;0;0;0
Mg-Conceicao do Rio Verde;0;0;0;0;0
Mg-Conceicao dos Ouros;0;0;0;0;0
Mg-Conego Marinho;0;0;0;0;0
Mg-Confins;0;0;0;0;0
Mg-Congonhal;0;0;0;0;0
Mg-Congonhas;2;1;1;1;0
Mg-Congonhas do Norte;0;0;0;0;0
Mg-Conquista;0;0;0;0;0
Mg-Conselheiro Lafaiete;3;4;3;3;3
Mg-Conselheiro Pena;0;0;0;0;0
Mg-Consolacao;0;0;0;0;0
Mg-Contagem;33;34;34;26;25
Mg-Coqueiral;0;0;0;0;0
Mg-Coracao de Jesus;0;0;0;0;1
Mg-Cordisburgo;0;0;0;1;0
Mg-Cordislandia;0;0;0;0;0
Mg-Corinto;2;2;3;3;3
Mg-Coroaci;0;0;0;0;0
Mg-Coromandel;2;4;4;2;2
Mg-Coronel Fabriciano;1;1;1;1;0
Mg-Coronel Murta;0;0;0;0;0
Mg-Coronel Pacheco;0;0;0;0;0
Mg-Coronel Xavier Chaves;0;0;0;0;0
Mg-Corrego Danta;0;0;0;0;0
Mg-Corrego do Bom Jesus;0;0;0;0;0
Mg-Corrego Fundo;0;0;0;0;0
Mg-Corrego Novo;0;0;0;0;0
Mg-Couto de Magalhaes de Minas;0;0;0;0;0
Mg-Crisolita;0;0;0;0;0
Mg-Cristais;0;0;0;0;0
Mg-Cristalia;0;0;0;0;0
Mg-Cristiano Otoni;0;0;0;0;0
Mg-Cristina;0;0;0;0;0
Mg-Crucilandia;0;0;0;0;0
Mg-Cruzeiro da Fortaleza;0;0;0;0;0
Mg-Cruzilia;1;1;1;0;0
Mg-Cuparaque;0;0;0;0;0
Mg-Curral de Dentro;0;0;0;0;0
Mg-Curvelo;1;1;0;0;0
Mg-Datas;0;0;0;0;0
Mg-Delfim Moreira;0;0;0;0;0
Mg-Delfinopolis;0;0;0;0;0
Mg-Delta;1;1;1;1;1
Mg-Descoberto;0;0;0;0;0
Mg-Desterro de Entre Rios;0;0;0;0;0
Mg-Desterro do Melo;0;0;0;0;0
Mg-Diamantina;0;2;2;2;1
Mg-Diogo de Vasconcelos;0;0;0;0;0
Mg-Dionisio;0;0;0;0;0
Mg-Divinesia;0;0;0;0;0
Mg-Divino;0;0;0;0;0
Mg-Divino das Laranjeiras;0;0;0;0;0
Mg-Divinolandia de Minas;0;0;0;0;0
Mg-Divinopolis;14;13;14;14;15
Mg-Divisa Alegre;0;0;0;0;0
Mg-Divisa Nova;0;0;0;0;0
Mg-Divisopolis;0;0;0;0;0
Mg-Dom Bosco;0;0;0;0;0
Mg-Dom Cavati;3;3;3;2;2
Mg-Dom Joaquim;0;0;0;0;0
Mg-Dom Silverio;0;0;0;0;0
Mg-Dom Vicoso;0;0;0;0;0
Mg-Dona Eusebia;0;0;0;0;0
Mg-Dores de Campos;0;0;0;0;0
Mg-Dores de Guanhaes;0;0;0;0;0
Mg-Dores do Indaia;1;1;1;1;1
Mg-Dores do Turvo;0;0;0;0;0
Mg-Doresopolis;0;0;0;0;1
Mg-Douradoquara;0;0;0;0;0
Mg-Durande;0;0;0;0;0
Mg-Eloi Mendes;0;0;1;1;1
Mg-Engenheiro Caldas;0;0;0;0;0
Mg-Engenheiro Navarro;0;0;0;0;0
Mg-Entre Folhas;1;0;0;0;0
Mg-Entre Rios de Minas;1;1;1;1;1
Mg-Ervalia;2;2;1;0;0
Mg-Esmeraldas;2;3;2;3;3
Mg-Espera Feliz;1;1;0;0;0
Mg-Espinosa;0;0;0;0;0
Mg-Espirito Santo do Dourado;0;0;0;0;0
Mg-Estiva;1;0;0;1;0
Mg-Estrela Dalva;0;0;0;0;0
Mg-Estrela do Indaia;0;0;0;0;0
Mg-Estrela do Sul;0;0;0;0;0
Mg-Eugenopolis;1;1;2;1;1
Mg-Ewbank da Camara;0;0;0;0;0
Mg-Extrema;1;1;2;2;2
Mg-Fama;0;0;0;0;0
Mg-Faria Lemos;0;0;0;0;0
Mg-Felicio dos Santos;0;0;0;0;0
Mg-Sao Goncalo do Rio Preto;0;0;0;0;0
Mg-Felisburgo;0;0;0;0;0
Mg-Felixlandia;0;0;0;0;0
Mg-Fernandes Tourinho;0;0;0;0;0
Mg-Ferros;0;0;0;0;0
Mg-Fervedouro;0;0;0;0;0
Mg-Florestal;1;1;0;1;2
Mg-Formiga;11;10;9;6;5
Mg-Formoso;0;0;0;0;0
Mg-Fortaleza de Minas;0;0;0;0;0
Mg-Fortuna de Minas;0;0;0;0;0
Mg-Francisco Badaro;0;0;0;0;0
Mg-Francisco Dumont;0;0;0;0;0
Mg-Francisco Sa;0;0;0;0;0
Mg-Franciscopolis;0;0;0;0;0
Mg-Frei Gaspar;0;0;0;0;0
Mg-Frei Inocencio;0;0;1;1;1
Mg-Frei Lagonegro;0;0;0;0;0
Mg-Fronteira;0;0;0;0;0
Mg-Fronteira dos Vales;0;0;0;0;0
Mg-Fruta de Leite;0;0;0;0;0
Mg-Frutal;0;0;0;0;1
Mg-Funilandia;0;0;0;1;1
Mg-Galileia;0;0;0;0;0
Mg-Gameleiras;0;0;0;0;0
Mg-Glaucilandia;1;1;1;1;2
Mg-Goiabeira;0;0;0;0;0
Mg-Goiana;0;0;0;0;0
Mg-Goncalves;0;0;0;0;0
Mg-Gonzaga;0;0;0;0;0
Mg-Gouveia;0;0;0;0;0
Mg-Governador Valadares;13;13;13;13;13
